Name,Average_User_Rating,User_Rating_Count,Price,Age_Rating,Primary_Genre,Specific_Genre,Size,Original_Release_Year
Puzzix Quest,5,5,0,4+,Games,Strategy,72644608,2018
LOL: Loads Of Love,NA,NA,0,4+,Games,Entertainment,189516800,2017
Elemancer - Legend of Cards,NA,NA,0,4+,Games,Entertainment,299369472,2019
Archery Ben - Alien Shooter,NA,NA,0,9+,Games,Simulation,110797824,2017
Compendium Of Cards,NA,NA,0,4+,Games,Strategy,576675840,2017
Defend The Tank,NA,NA,0,9+,Games,Strategy,25506816,2017
LoL e-Sports Manager,2.5,10,0,4+,Games,Entertainment,130616320,2017
War Defens-The Last Day To Die,4.5,91,0,4+,Games,Strategy,625884160,2017
Shimmy Rush,NA,NA,0,4+,Games,Casual,28060672,2017
Crush Maze,NA,NA,0,4+,Games,Puzzle,68955136,2017
Kluno: Hero Battle,NA,NA,0,9+,Games,Strategy,853038080,2018
NUB: New Urban Body,NA,NA,0,4+,Games,Simulation,143962112,2017
Find Your Balls,NA,NA,0,4+,Entertainment,Games,46616576,2017
Hostage Negotiator,4,20,3.99,12+,Games,Card,162406400,2018
IQ Test Smart Brain,NA,NA,0,4+,Games,Strategy,1511424,2017
Forever Balls,NA,NA,0,4+,Games,Action,44976128,2017
Warship Battle Simulator,3.5,100,0,9+,Games,Strategy,169980928,2017
Word Master Brain Puzzle Game,NA,NA,0,4+,Games,Entertainment,50376704,2017
Christmas Puzzle Fun Game,NA,NA,0,4+,Games,Education,19860480,2017
Motu Pop - Bubble Shooter Game,4.5,85,0,4+,Games,Puzzle,214718464,2017
Veggie Attack,NA,NA,0,4+,Games,Casual,47077376,2017
SpacePort,NA,NA,0,9+,Games,Strategy,150263808,2018
Sweet Breaker,NA,NA,0,4+,Games,Puzzle,50436096,2017
Pop the Present,NA,NA,0,4+,Games,Entertainment,16567296,2017
Turret Defense: BTD Battles,4.5,55,0,4+,Games,Entertainment,92581888,2017
Chess Classic Plus,NA,NA,0,4+,Games,Entertainment,46648320,2017
Medieval Fantasy Battle Quest,NA,NA,0,12+,Games,Strategy,147485696,2018
Hello Christmas 2018,NA,NA,0,4+,Games,Entertainment,218869760,2017
Vortex Galaxy Attack,NA,NA,0,4+,Games,Strategy,70868992,2017
Guess Minimalist Logo Quiz,NA,NA,0,4+,Games,Strategy,14503936,2017
January Uprising,NA,NA,0.99,9+,Games,Strategy,116875264,2018
Circolution,NA,NA,4.99,4+,Games,Simulation,385179648,2017
Mr. Crab - Beach Soccer,NA,NA,0,4+,Games,Casual,8986624,2017
Money Rain: AR,NA,NA,0,4+,Games,Entertainment,86747136,2017
METAWAR2,NA,NA,0,12+,Games,Puzzle,64780288,2017
Chain Strike\u2122,4,598,0,12+,Games,Entertainment,1837178880,2018
Tap Tap Millionaire,NA,NA,0,4+,Games,Simulation,219613184,2018
Wild West: Steampunk Alliances,4,23,0,12+,Games,Action,189957120,2018
Hidden Object Christmas Puzzle,4.5,42,0,4+,Games,Travel,81206272,2017
From Zero to Hero: Cityman,5,146729,0,12+,Games,Finance,296638464,2017
Crypto Watcher,4.5,7,0,4+,Finance,Games,4719616,2017
Kingdom Defense: Castle War TD,3.5,13,0,9+,Games,Strategy,206548992,2018
Voracity!,NA,NA,0,4+,Games,Puzzle,25834496,2017
Royal Chaos,4.5,9216,0,12+,Games,Role,2897696768,2018
AQ: First Contact,4.5,25,0,12+,Games,Action,149910528,2019
Crafty Town Idle City Builder,4.5,52,0,4+,Games,Casual,128719872,2018
Alicia Quatermain (Platinum),4.5,161,0,4+,Games,Strategy,568231936,2018
Car Merger,4.5,31612,0,12+,Games,Simulation,169856000,2017
Souptastic!,5,7,0,4+,Games,Strategy,214037504,2018
Football Crew,NA,NA,0.99,4+,Games,Strategy,32820224,2017
Paper Ball Tossing to Bin Game,NA,NA,0,4+,Games,Strategy,187023360,2017
Car Crashing,NA,NA,0,4+,Games,Racing,77025280,2017
ATATIKON\u2122,NA,NA,0,9+,Games,Board,165970944,2017
Guess The Shadow Quiz !,NA,NA,0,4+,Games,Reference,15712256,2017
Go Wars,4.5,225,0,4+,Games,Strategy,244719616,2017
President Simulator,3,137,0,12+,Games,Simulation,89791488,2018
Offshore Safety,NA,NA,0,4+,Games,Education,103564288,2017
Block Jump - Jumping Monster,NA,NA,0,4+,Games,Entertainment,73060352,2017
Wer wird Rewe-Profi?,NA,NA,0,17+,Games,Education,34126848,2018
Cube 3D - Ball Puzzle,NA,NA,0,4+,Games,Strategy,45904896,2017
Football Crew Lite,NA,NA,0,4+,Games,Sports,32826368,2017
BATPLA - Battle for the Planet,4.5,29,0,4+,Games,Simulation,56216576,2018
Cluster Cubes,NA,NA,0,4+,Games,Simulation,13174784,2018
1 Pic 1 Word - Guess Words,NA,NA,0,4+,Games,Puzzle,50487296,2017
Bible Riddle Quiz,NA,NA,0,4+,Games,Strategy,11114496,2017
Wired Pixel,5,25,0,4+,Games,Strategy,71984128,2018
Evolved: New Addictive Puzzle!,NA,NA,0,4+,Games,Puzzle,333101056,2018
1980 Music Riddle Trivia ?,NA,NA,0,4+,Games,Strategy,10418176,2017
BoardyChristmas,NA,NA,0,4+,Games,Strategy,118733824,2017
Stop Santa - Tower Defense,NA,NA,0.99,9+,Games,Strategy,303120384,2017
Flomino - Block Puzzle Game,NA,NA,0,4+,Games,Strategy,66322432,2018
Cooking Madness-Kitchen Frenzy,4.5,98933,0,4+,Games,Casual,125208576,2017
Heroes Legend: Idle RPG,4.5,651,0,9+,Games,Role,104222720,2018
Empire defender King of Batle,NA,NA,0,12+,Games,Casual,191827968,2017
Tam Qu\u1ed1c Truy\u1ec1n K\u1ef3 Mobile,5,24,0,9+,Games,Strategy,548781056,2018
Plow Farming Harvester 3,NA,NA,0,4+,Games,Strategy,244433920,2017
New York City Construction Sim,NA,NA,0,4+,Games,Strategy,164866048,2017
Bricks Jump Impossible,NA,NA,0,4+,Games,Strategy,19241984,2017
Pop Culture Live,3.5,53,0,17+,Games,Trivia,94449664,2018
Legend Wings,NA,NA,0,4+,Games,Entertainment,40814592,2017
Rimonozekum,NA,NA,0,4+,Games,Casual,351344640,2018
Skill Shooter-Hunt The Zombies,NA,NA,0,9+,Games,Entertainment,115464192,2017
Gnomes Garden: Christmas story,5,5,4.99,4+,Games,Entertainment,648614912,2017
Gnomes Garden: Christmas story,5,5,4.99,4+,Games,Entertainment,648614912,2017
Train Tower Defense,NA,NA,0.99,9+,Games,Strategy,401134592,2018
Film Empire,NA,NA,0.99,4+,Games,Entertainment,359451648,2019
Build It South Africa,NA,NA,0,4+,Games,Strategy,101978112,2019
Clash of Race Teams,4.5,8,0,4+,Games,Strategy,413134848,2019
Cube Conquest for MERGE Cube,5,8,1.99,9+,Games,Entertainment,153079808,2017
GloryGuide for Vainglory,4.5,192,0,4+,Reference,Strategy,86315008,2017
Guess The 4 Pics 1 Song Quiz,NA,NA,0,4+,Games,Productivity,48111616,2017
Bubble Shooter Bear Pop,4.5,139,0,4+,Games,Strategy,45401088,2017
Stack On!,NA,NA,0.99,4+,Games,Strategy,17797120,2017
Tappy Easter - Egg Match,NA,NA,0,4+,Games,Strategy,19425280,2018
DiamondKut Lite,NA,NA,0,4+,Games,Entertainment,23000064,2017
Overdrive Ninja Shadow,4.5,123,0,12+,Games,Action,147207168,2017
Circle Drinking Game,NA,NA,0,17+,Entertainment,Strategy,19664896,2017
Ludo Championship,4.5,29,0,4+,Games,Entertainment,28669952,2018
Draw A Tower,4.5,25,0,4+,Games,Strategy,10213376,2017
Idle Space Dynasty,4.5,37,0,4+,Games,Simulation,257270784,2018
BoxDrop Physics Game,NA,NA,0,4+,Games,Entertainment,124704768,2017
Emoji Block Puzzle,NA,NA,0,4+,Games,Puzzle,51062784,2017
Real Club Manager,NA,NA,0,12+,Games,Strategy,362627072,2018
Corn Farm Professional Sim 3D,NA,NA,0,4+,Games,Entertainment,174803968,2017
City Garbage Truck Recycle sim,NA,NA,0,4+,Games,Strategy,179936256,2017
Dungeon Builder M,NA,NA,5.99,4+,Games,Strategy,53124096,2017
Orbit Smuggler,NA,NA,0,4+,Games,Strategy,67362816,2017
MineKing,NA,NA,0,4+,Games,Puzzle,12421120,2018
Foodie Finds,5,7,0,4+,Food & Drink,Games,106633216,2018
Railroad Tunnel Construction,NA,NA,0,4+,Games,Simulation,149139456,2017
Bridge Build Simulator Design,NA,NA,0,4+,Games,Simulation,259033088,2017
Restaurant Build & Design,NA,NA,0,4+,Games,Strategy,172273664,2017
Word Spell Wizard,NA,NA,0.99,4+,Games,Strategy,158689280,2018
Ultimate Build : Blocky World,NA,NA,0,4+,Games,Simulation,201575424,2017
Bibble Burst,3.5,6,0,4+,Games,Entertainment,190599168,2017
Hex - AI Board Game,4.5,22,0,4+,Games,Strategy,27276288,2018
Tapitalist \u2013 Idle Money Miner,4.5,52,0,12+,Games,Strategy,249059328,2017
Cupid Arrow Mission,NA,NA,0,4+,Games,Entertainment,42222592,2017
Christmas Blast,NA,NA,0,4+,Games,Entertainment,101275648,2018
Crypto Exchange: Bitcoin & Alt,NA,NA,0,12+,Games,Simulation,30257152,2017
RoRo Game,NA,NA,0,4+,Games,Strategy,80416768,2017
Sperm Game 2,NA,NA,0,17+,Games,Casual,113297408,2017
Syndicate 5 Brand New Colossus,4,22,0,17+,Games,Strategy,150146048,2018
Wacky Defense,NA,NA,0,9+,Games,Action,380680192,2017
DrillKing- New Frontier,NA,NA,0,4+,Games,Strategy,151172096,2018
I am archer!,4,30,0,12+,Games,Strategy,246209536,2018
JUMP\u30af\u30a4\u30ba\u6751 for Hey! Say! JUMP,NA,NA,0,4+,Entertainment,Strategy,108923904,2018
EC1 | Gra Strategiczna,NA,NA,0,4+,Games,Strategy,290552832,2018
Xake Magikoa,NA,NA,1.99,4+,Entertainment,Strategy,11256832,2017
Modern Counter Terror FPS,NA,NA,0,17+,Games,Action,159411200,2017
Isle of Skye,3,37,3.99,12+,Games,Strategy,207451136,2018
Evolution Galaxy,4.5,5446,0,4+,Games,Strategy,155823104,2018
2048 - Number Puzzle,NA,NA,0,4+,Games,Puzzle,12333056,2017
Power Grid Companion,NA,NA,0,4+,Entertainment,Strategy,8532992,2017
Billion Lords,3.5,263,0,9+,Games,Strategy,393349120,2018
QuaDefend,NA,NA,0,4+,Games,Casual,82495488,2017
Snix.io Snake Line Arena,5,39,0,4+,Games,Action,135351296,2018
Pizza Craft & Cooking Services,NA,NA,0,4+,Games,Simulation,249852928,2017
City Subway Train Construction,NA,NA,0,4+,Games,Strategy,200028160,2017
Mermaid House Craft & Design,2.5,72,0,4+,Games,Entertainment,173449216,2018
Security Wall Construction Sim,NA,NA,0,4+,Games,Strategy,149422080,2018
Sky Tramway Building Simulator,NA,NA,0,4+,Games,Entertainment,160872448,2017
Nonstop Balls,4.5,3183,0,12+,Games,Board,47568896,2018
Indonesian Train Build Sim 3D,3,5,0,4+,Games,Simulation,181045248,2017
Shopping Mall Construction 3D,NA,NA,0,4+,Games,Simulation,241788928,2017
Last Zombie Hunter,NA,NA,0,9+,Games,Adventure,124921856,2018
Kakuro Endless,4.5,138,0,4+,Games,Strategy,90961920,2017
Building Time!,4.5,16,0,4+,Games,Simulation,225717248,2018
Retro Matrix Puzzle,NA,NA,0,4+,Games,Puzzle,54765568,2017
Tic Tac Toe : Multi Level Game,NA,NA,0,4+,Games,Board,60689408,2017
Zlax.io Zombs Luv Ax,4.5,20,0,4+,Games,Action,115410944,2018
Six Match,5,32,0,4+,Games,Puzzle,86605824,2018
Crazy City Traffic Simulator,NA,NA,0,4+,Games,Entertainment,23371776,2017
Zombie Prison Escape,3,11,0,12+,Games,Action,63667200,2017
Tiny Family Farm Builder Sim,NA,NA,0,4+,Games,Strategy,223782912,2018
Tunnel Highway: Build & Cargo,NA,NA,0,4+,Games,Entertainment,174930944,2017
Tilted Family,NA,NA,0,12+,Games,Entertainment,244614144,2019
Ancient Genocide,NA,NA,1.99,12+,Games,Strategy,98652160,2018
Type Defense: Write and Fight!,NA,NA,0,12+,Games,Strategy,98553856,2018
Kiss my Score|friendly betting,4.5,109,0,12+,Sports,Strategy,38180864,2018
Santa Town Adventure,NA,NA,0,4+,Games,Strategy,27417600,2017
Epic & Magic,4,437,0,12+,Games,Strategy,588870656,2018
Th\u1ea7n V\u01b0\u01a1ng Mobile,NA,NA,0,12+,Games,Entertainment,895594496,2018
WW2 : Battle for Stalingrad,4,9,0,9+,Games,Adventure,58249216,2018
Pen Boom,NA,NA,0,4+,Games,Strategy,389276672,2018
Cento!,NA,NA,0,4+,Games,Entertainment,8623104,2017
Planet Scramble,NA,NA,0,4+,Games,Action,21165056,2017
13 Balls,NA,NA,1.99,4+,Games,Casual,22196224,2018
Realm Battle: Rival Kingdoms,4,10,0,9+,Games,Role,981265408,2018
Hexa Code,NA,NA,0,4+,Games,Strategy,64557056,2018
Kopi Game,NA,NA,0,4+,Games,Strategy,12918784,2018
Infinity Dungeon 2,3.5,5,0,9+,Games,Strategy,48697344,2018
Apotheosis Heroes,4,13,0,9+,Games,Strategy,161560576,2018
Feed The Camel,NA,NA,0,4+,Games,Strategy,109254656,2018
Empire Warriors: Tower Defense,4.5,823,0,9+,Games,Entertainment,275948544,2018
Rajasthan Pic Puzzle,NA,NA,0,4+,Games,Puzzle,127014912,2018
Call of Thrones,4.5,110,0,12+,Games,Strategy,181364736,2018
Yam3a Group,NA,NA,0,4+,Games,Strategy,121640960,2018
Tic Tac Pets,NA,NA,0,4+,Games,Strategy,38773760,2018
MNARH,4.5,24,0,4+,Games,Strategy,31726592,2018
\u25b2 SHAPES,4.5,450,0,4+,Games,Strategy,124673024,2018
Bud Farm: 420,4.5,1990,0,17+,Games,Strategy,281435136,2018
Wolf Band - Tactics War,NA,NA,0,9+,Games,Strategy,122209280,2018
Paint The Wall,NA,NA,0,4+,Games,Strategy,58252288,2018
21 Twigs,NA,NA,0,4+,Games,Strategy,61785088,2017
Air_Defence,NA,NA,0,9+,Games,Strategy,11876352,2018
Call Baby,3.5,22,0,4+,Games,Lifestyle,27499520,2018
Starlight Weaponaire,NA,NA,0,9+,Games,Strategy,498539520,2018
Cubor,4,166,0,4+,Games,Strategy,53308416,2018
Tik Tak To \u2219,5,10,0,4+,Games,Family,40275968,2018
HackCell,4,90,0,4+,Games,Casual,153886720,2018
Block survival strike 3D,4.5,10,0,12+,Games,Strategy,227211264,2018
PUBG MOBILE,4.5,711409,0,17+,Games,Action,2384081920,2018
SeaNumbers,NA,NA,2.99,4+,Education,Family,478734336,2019
Star Brawl - \u661f\u7a7a\u6218\u8230\u5bf9\u6218\u7b56\u7565\u79f0\u9738,NA,NA,0,4+,Games,Simulation,313062400,2018
Combat Troopers Star Bug Wars,4.5,34,0,12+,Games,Action,130838528,2018
Loop Hit,5,8,0,4+,Games,Strategy,64177152,2018
Merch Mania,5,57,0,4+,Games,Strategy,130755584,2018
BW Simple Multiplication Table,NA,NA,0,4+,Business,Games,13679616,2018
Hungry Burger,NA,NA,0,4+,Games,Family,21369856,2018
Farm Game,NA,NA,0.99,4+,Games,Strategy,69340160,2018
Tic Tac Toe - Epic,NA,NA,0,4+,Games,Strategy,19601408,2018
American Diesel Trains,4.5,54,0,4+,Games,Strategy,89515008,2018
Shoot It - 3D,NA,NA,0,4+,Games,Strategy,246830080,2018
Spin Monster,NA,NA,0,4+,Games,Strategy,50456576,2018
Pocket City,4.5,1966,3.99,9+,Games,Strategy,26976256,2018
Wooden Block Puzzle - Extreme,4.5,10,0,4+,Games,Puzzle,25974784,2018
Robot Warrior Tower Defense,NA,NA,0,12+,Games,Action,217459712,2018
King Arthur Tower Defense,NA,NA,0,9+,Games,Action,198403072,2018
DotSpace,NA,NA,0,4+,Lifestyle,Strategy,55563264,2018
Tenz!,NA,NA,0,4+,Games,Strategy,45687808,2018
Target Four,NA,NA,0,4+,Games,Board,39049216,2018
Dancing Line Bounce Ballz,NA,NA,0,4+,Games,Entertainment,69161984,2018
Remember It Super Bikes Match,NA,NA,0.99,4+,Entertainment,Strategy,90278912,2018
Magic Brick Wars,5,308,0,12+,Games,Role,263804928,2018
Rabies War Room,NA,NA,0,4+,Games,Simulation,174081024,2018
Guess Number ( Bulls & Cows ),NA,NA,0,4+,Education,Games,43870208,2018
Phantom Signal,NA,NA,1.99,4+,Games,Strategy,336491520,2018
Call of War: Multiplayer RTS,4.5,1580,0,12+,Games,Strategy,31551488,2018
Fall of Reich: World War Blitz,4.5,43,0,12+,Games,Casual,70109184,2018
Basketo,NA,NA,0,17+,Games,Strategy,14779392,2018
One Touch Line Draw Game,NA,NA,0,4+,Games,Education,28189696,2018
Ships of Battle Age of Pirates,3.5,52,0,12+,Games,Strategy,722295808,2019
Plumber Connect Pipes Water,NA,NA,0,4+,Games,Entertainment,78071808,2018
Sky Kingdoms: Dragon War,5,2566,0,12+,Games,Strategy,137001984,2018
Doll House Design & Craft 2,3,45,0,4+,Games,Strategy,218650624,2018
Wars Mobile:World War II,3.5,18,0,12+,Games,Strategy,489121792,2018
MOMON: Mobile Monsters,NA,NA,0,9+,Games,Strategy,561465344,2018
City Builder Mobile,NA,NA,0.99,4+,Games,Strategy,448284672,2018
Cooking Crazy Burger,NA,NA,0,4+,Games,Entertainment,165107712,2018
Spin RockPaperScissors,NA,NA,0,4+,Games,Casino,27757568,2018
FighterApplePicking,NA,NA,0,4+,Games,Action,15823872,2018
Sensei Sudoku,NA,NA,0,4+,Games,Puzzle,8696832,2018
ZiggerZagger,NA,NA,0,4+,Games,Strategy,109208576,2018
Harvester Farming Simulator 18,NA,NA,0,4+,Games,Simulation,151652352,2018
ISM Holidays,NA,NA,0,4+,Games,Entertainment,31077376,2018
Kit - The Drinking Game,5,8,0.99,17+,Games,Entertainment,22906880,2018
Math Facts To 100,NA,NA,2.99,4+,Education,Games,10895360,2018
TM Resource Tracker,NA,NA,0,4+,Games,Strategy,65371136,2019
WD Speedup Calculator,NA,NA,0,4+,Games,Utilities,7980032,2018
One Touch Connect Anime Maker,NA,NA,0,4+,Games,Puzzle,31365120,2018
Skillz - Brain Games,3.5,7,0,4+,Games,Puzzle,29462528,2018
"""3x3 Rubik's Cube Solver""",2,23,0,4+,Games,Strategy,56676352,2018
Line Up!!,NA,NA,0,4+,Games,Casual,26680320,2018
Crypto Crush!,5,7,0,4+,Games,Strategy,31110144,2018
Bubble Magic Gem,5,9,0,4+,Games,Puzzle,88414208,2019
WoD - World of Domination,2.5,5,0,4+,Games,Board,197529600,2018
Animaze!,NA,NA,0,9+,Games,Strategy,408862720,2018
Gotchaaa!,NA,NA,0,12+,Games,Word,32311296,2018
Pedesis,5,11,0,4+,Games,Casual,9394176,2018
AR_Craft St,NA,NA,0,9+,Games,Simulation,440888320,2018
City Car Transporter Trailer,NA,NA,0,4+,Games,Entertainment,137324544,2018
City Real Road Construction,NA,NA,0,4+,Games,Strategy,232242176,2018
Offroad Fruit Delivery Truck,NA,NA,0,4+,Games,Simulation,139374592,2018
Space Station Simulator,4.5,47,0,4+,Games,Strategy,100813824,2018
Spore Monsters.io Pitfall Crab,4.5,290,0,9+,Games,Strategy,247640064,2018
I got Worms,4.5,32,0,4+,Games,Strategy,64749568,2018
Fruits Juice - Sweet Charm Pop,NA,NA,0,4+,Games,Strategy,86832128,2018
Man VS. Monster,4.5,6,0,4+,Games,Entertainment,183025664,2018
Snake Blaster,4,5,0,4+,Games,Casual,59892736,2018
Three Kingdoms : Massive War,4.5,289,0,12+,Games,Strategy,170235904,2018
Track your buddy,NA,NA,0,9+,Games,Strategy,34481152,2018
Ancient Bowman,3.5,6,0,9+,Games,Simulation,109324288,2018
Xtreme Battle,NA,NA,0,4+,Games,Action,58920960,2018
SkatGenie,NA,NA,0,4+,Games,Strategy,281400320,2019
Gladiator Rising,4.5,746,0,12+,Games,Role,110771200,2018
Secret Kingdom Defenders,4.5,596,0,9+,Games,Adventure,143496192,2018
Spell Tracker for Pathfinder,4.5,15,4.99,4+,Utilities,Role,27824128,2018
Number Conquest,NA,NA,0,4+,Games,Strategy,33522688,2018
Tiny Dragons - Clicker Game,5,50,0,4+,Games,Strategy,316907520,2018
RoboWrecks,NA,NA,0,4+,Games,Puzzle,117324800,2018
Hot Wheels\xae Augmoto\u2122,3.5,26,0,4+,Games,Strategy,657691648,2018
"""3D Rubik's Cube : Rubik Solver""",2,19,0,4+,Games,Simulation,89794560,2018
Catch Idle - Epic Clicker RPG,4.5,62,0,9+,Games,Strategy,386234368,2018
I Am Wizard,4.5,7,0,9+,Games,Strategy,310617088,2018
Baby Anna A Day with Puppy,NA,NA,0,4+,Games,Strategy,47049728,2018
Rising Warriors - War Games,4,8,0,12+,Games,Strategy,312753152,2018
Seul contre tous,NA,NA,0,17+,Games,Entertainment,52746240,2018
AR Sea Wars,NA,NA,0,9+,Games,Strategy,258020352,2018
Make Me Plus and Crystal Crush,NA,NA,0,4+,Games,Puzzle,15510528,2018
Slime 4096+,NA,NA,0,4+,Games,Strategy,185640960,2018
DEEARTH,NA,NA,0,4+,Games,Action,33285120,2018
Jumping Ball\uff01,NA,NA,0,4+,Games,Strategy,36834304,2018
Commando Shooter- Critical Ops,NA,NA,0,12+,Games,Action,172863488,2018
Graviti,NA,NA,0.99,4+,Games,Action,42009600,2018
Village Farmers Simulator 3D,NA,NA,0,4+,Games,Simulation,224075776,2018
Invasion AR,3.5,6,4.99,12+,Games,Entertainment,972133376,2018
Summit Way,4.5,21,0,4+,Games,Puzzle,10221568,2018
Rows & Columns,NA,NA,0.99,4+,Games,Entertainment,43240448,2018
Lazy Pirate,NA,NA,0,9+,Games,Puzzle,64651264,2018
Wood Unblock Puzzle,NA,NA,0,4+,Games,Puzzle,28793856,2018
Submarine naval battle,NA,NA,0,9+,Games,Role,14072832,2018
Smashers.io Foes in Worms Land,4.5,48,0,4+,Games,Strategy,131017728,2018
SLIMIO,NA,NA,0,4+,Games,Action,127409152,2018
Link Cracker,NA,NA,0,4+,Games,Puzzle,36941824,2018
Extreme Car Parking Frenzy 2,NA,NA,0,9+,Games,Strategy,73347072,2018
2048\xb2,NA,NA,0,4+,Games,Puzzle,22950912,2018
"""Papa's Scooperia HD""",5,124,2.99,4+,Games,Strategy,71470080,2018
"""Papa's Scooperia HD""",5,124,2.99,4+,Games,Strategy,71470080,2018
Puzzle Pot,5,8,0,4+,Games,Puzzle,11951104,2018
AR - CHESS,NA,NA,0,4+,Games,Strategy,143590400,2018
Dotz.io Dots Battle Arena,4.5,32,0,4+,Games,Strategy,123735040,2018
CARZ   Brain Training,3,6,0,4+,Games,Puzzle,44930048,2018
Vloggers Life Tycoon,2,33,0,4+,Games,Strategy,22367232,2018
Ninja Run Impossible Track,NA,NA,2.99,17+,Games,Casual,83931136,2018
Futuristic Battlegrounds PvP,3.5,8,0,17+,Games,Strategy,119592960,2018
Nest The Game,4,5,0,4+,Games,Board,29318144,2018
Bank Cash Security Van,NA,NA,0,4+,Games,Entertainment,175196160,2018
Crush The Circle,NA,NA,0,4+,Games,Strategy,20618240,2018
Minesweeper Man - Find Bomber,NA,NA,0,4+,Games,Adventure,64718848,2018
Jewel Hero Fight 2,NA,NA,0,4+,Games,Casual,40169472,2018
"""Filmbul '91""",4,5,0,9+,Games,Adventure,310099968,2018
The Triangles - Puzzle Game,NA,NA,0,4+,Games,Entertainment,27348992,2018
Ten Sum - Ultimate Puzzle Game,NA,NA,0,4+,Games,Board,30602240,2018
Five Crowns Solitaire,2.5,12,0,4+,Games,Card,32847872,2018
Disloyalty,4,67,0,12+,Games,Strategy,229201920,2018
Block Off!,NA,NA,0,4+,Games,Puzzle,102220800,2018
Words Words Words Game,4.5,167,0,17+,Games,Strategy,221724672,2018
Doodle God: Merge Evolution,2.5,29,0,4+,Games,Simulation,192013312,2019
Potos du Rugby,NA,NA,0,4+,Games,Sports,21074944,2018
DigitalPuzzle 5x5,NA,NA,0,4+,Games,Strategy,16881664,2018
Pirates - One Night Adventure,NA,NA,0,4+,Games,Board,27845632,2018
Cash Billionaire,2,9,0,4+,Games,Strategy,36801536,2018
PatchSky,NA,NA,0,4+,Games,Puzzle,28584960,2018
Protect Me!,NA,NA,0,4+,Games,Entertainment,18891776,2018
Beesy Bee,NA,NA,0,4+,Games,Puzzle,55389184,2018
Infinite Dungeon Breach,NA,NA,0,9+,Games,Role,331788288,2018
Space Leagues,5,5,0.99,12+,Games,Role,231420928,2018
Curling Rocks!,NA,NA,0,4+,Games,Sports,5468160,2018
Monster Chef,4.5,1262,0,9+,Games,Strategy,284934144,2018
Soccer Royale Games 2019,4.5,68,0,4+,Games,Strategy,265133056,2019
Bounce Ball Breaker 2 Player,NA,NA,0,4+,Games,Strategy,10049536,2018
Blox Shock - 1010 block puzzle,4.5,48,0,4+,Games,Puzzle,41090048,2018
Save The World of Animals,NA,NA,0,4+,Games,Strategy,237761536,2018
Trading Games,4.5,16,0,4+,Games,Simulation,195098624,2018
Black and white,4.5,40,0,4+,Games,Puzzle,51537920,2018
Family Business,NA,NA,0,4+,Games,Simulation,134947840,2018
Block gun strike,4.5,14,0,12+,Games,Casual,278784000,2018
Pro Ball Pool 2018,NA,NA,0,4+,Games,Strategy,21036032,2018
TIC TAC TOE Jelly XO 2 Player,NA,NA,0,4+,Games,Board,14230528,2018
Candy Patrol: Lollipop Defense,4.5,326,0,4+,Games,Strategy,351791104,2018
Triangle - Strategy Game,5,7,0,4+,Games,Entertainment,28347392,2018
Spanish Vocabulary Success,NA,NA,1.99,4+,Games,Word,52866048,2018
Cave Mine Construction 3D,NA,NA,0,4+,Games,Simulation,153370624,2018
Doom Blitz,NA,NA,0,9+,Games,Adventure,235894784,2018
51\u6d4e\u5b81\u6597\u5730\u4e3b,NA,NA,0,4+,Games,Puzzle,51518464,2018
Instant War: MMO RTS,4.5,422,0,12+,Games,Strategy,465117184,2018
Super Sweet Fruit Match 3,NA,NA,0,4+,Games,Strategy,27266048,2018
TiViTz \u2014 Math Game,5,10,0,4+,Education,Games,63912960,2018
Infection Tracker,NA,NA,0.99,4+,Games,Board,19500032,2018
City Plane Tracks Builders,NA,NA,0,4+,Games,Entertainment,177157120,2018
Railway Road Track Craft,NA,NA,0,4+,Games,Strategy,170002432,2018
Rocks crash-crush match 4 game,NA,NA,0,4+,Games,Entertainment,43815936,2018
Santorini Board Game Companion,NA,NA,0,4+,Games,Strategy,371116032,2019
GAZUA-Cryptocurrency Simulator,NA,NA,0,4+,Games,Finance,129117184,2018
Infinite West,NA,NA,2.99,12+,Games,Board,366098432,2018
Seedship,5,166,0,4+,Games,Strategy,6364160,2018
Skylanders\u2122 Ring of Heroes,5,9586,0,12+,Games,Strategy,197530624,2019
"""Simon's Cat - Pop Time""",5,25678,0,12+,Games,Strategy,261137408,2018
City Flyover Construction Sim,NA,NA,0,4+,Games,Strategy,149278720,2018
Rhombus Legends,NA,NA,0,9+,Games,Strategy,68958208,2018
Paradoks,NA,NA,0,12+,Games,Adventure,24281088,2018
JigglyBall,NA,NA,0,4+,Games,Casual,25446400,2018
"""Les 26 lettres de l'alphabet""",NA,NA,0.99,4+,Education,Word,65103872,2018
AccurARcy,NA,NA,0,4+,Games,Casual,12634112,2018
Crypto Sim,4.5,16,0,4+,Games,Strategy,26992640,2018
CityScape Sim,3,6,0,4+,Games,Simulation,410147840,2018
HoneyComb Puzzle - game,NA,NA,0,4+,Games,Strategy,76636160,2018
Melon Clicker,4.5,7,0,12+,Games,Strategy,88771584,2018
Sea Warships 3D AR,NA,NA,0,4+,Games,Board,138006528,2018
Times Tables x kids math games,4.5,129,3.99,4+,Education,Strategy,181874688,2018
Sim Town:Rich Man,1.5,7,0,4+,Games,Strategy,13316096,2018
112 \u2013 Number Puzzle Swiper,NA,NA,0,4+,Games,Strategy,25232384,2018
